Current learning rate: 0.1
Epoch: [0][  0/383]	Loss 1.9858 (1.9858)	Accuracy 11.719 (11.719)
Epoch: [237][ 40/383]	Loss 0.2808 (0.3091)	Accuracy 94.531 (92.454)
Epoch: [237][ 50/383]	Loss 0.3589 (0.3124)	Accuracy 90.625 (92.341)
Epoch: [237][ 60/383]	Loss 0.3080 (0.3155)	Accuracy 92.188 (92.264)
Epoch: [237][ 70/383]	Loss 0.1988 (0.3103)	Accuracy 97.656 (92.529)
Epoch: [237][ 80/383]	Loss 0.2482 (0.3084)	Accuracy 96.094 (92.602)
Epoch: [237][ 90/383]	Loss 0.2301 (0.3087)	Accuracy 94.531 (92.582)
Epoch: [237][100/383]	Loss 0.3299 (0.3084)	Accuracy 91.406 (92.628)
Epoch: [237][110/383]	Loss 0.3541 (0.3064)	Accuracy 92.969 (92.729)
Epoch: [237][120/383]	Loss 0.2339 (0.3056)	Accuracy 96.094 (92.775)
Epoch: [237][130/383]	Loss 0.2278 (0.3025)	Accuracy 97.656 (92.921)
Epoch: [237][140/383]	Loss 0.2404 (0.3004)	Accuracy 96.094 (93.013)
Epoch: [237][150/383]	Loss 0.2531 (0.3014)	Accuracy 94.531 (92.927)
Epoch: [237][160/383]	Loss 0.2867 (0.3011)	Accuracy 92.188 (92.906)
Epoch: [237][170/383]	Loss 0.3007 (0.3019)	Accuracy 92.969 (92.836)
Epoch: [237][180/383]	Loss 0.3658 (0.3021)	Accuracy 89.062 (92.831)
Epoch: [237][190/383]	Loss 0.2411 (0.3018)	Accuracy 92.188 (92.834)
Epoch: [237][200/383]	Loss 0.2756 (0.3015)	Accuracy 92.188 (92.844)
Epoch: [237][210/383]	Loss 0.3042 (0.3010)	Accuracy 92.969 (92.861)
Epoch: [237][220/383]	Loss 0.2550 (0.3002)	Accuracy 96.094 (92.891)
Epoch: [237][230/383]	Loss 0.3499 (0.3001)	Accuracy 92.188 (92.881)
Epoch: [237][240/383]	Loss 0.3603 (0.3000)	Accuracy 90.625 (92.881)
Epoch: [237][250/383]	Loss 0.3319 (0.2997)	Accuracy 91.406 (92.900)
Epoch: [237][260/383]	Loss 0.2784 (0.2993)	Accuracy 92.969 (92.894)
Epoch: [237][270/383]	Loss 0.3381 (0.2988)	Accuracy 93.750 (92.917)
Epoch: [237][280/383]	Loss 0.4220 (0.3000)	Accuracy 89.062 (92.883)
Epoch: [237][290/383]	Loss 0.3404 (0.3003)	Accuracy 92.188 (92.907)
Epoch: [237][300/383]	Loss 0.3970 (0.2997)	Accuracy 89.062 (92.925)
Epoch: [237][310/383]	Loss 0.3021 (0.2998)	Accuracy 95.312 (92.924)
Epoch: [237][320/383]	Loss 0.2198 (0.3000)	Accuracy 94.531 (92.910)
Epoch: [237][330/383]	Loss 0.3425 (0.3002)	Accuracy 91.406 (92.922)
Epoch: [237][340/383]	Loss 0.2864 (0.3007)	Accuracy 90.625 (92.900)
Epoch: [237][350/383]	Loss 0.3015 (0.3005)	Accuracy 93.750 (92.904)
Epoch: [237][360/383]	Loss 0.4917 (0.3012)	Accuracy 88.281 (92.865)
Epoch: [237][370/383]	Loss 0.3061 (0.3017)	Accuracy 91.406 (92.838)
Epoch: [237][380/383]	Loss 0.2530 (0.3016)	Accuracy 94.531 (92.842)
Test: [  0/164]	Loss 1.7676 (1.7676)	Accuracy 60.156 (60.156)
Test: [ 10/164]	Loss 0.9493 (1.2300)	Accuracy 78.125 (72.798)
Test: [ 20/164]	Loss 1.8356 (1.2568)	Accuracy 66.406 (72.917)
Test: [ 30/164]	Loss 0.9990 (1.2181)	Accuracy 79.688 (73.740)
Test: [ 40/164]	Loss 0.8550 (1.1085)	Accuracy 82.812 (76.391)
Test: [ 50/164]	Loss 0.3445 (1.0321)	Accuracy 92.969 (77.956)
Test: [ 60/164]	Loss 0.6103 (0.9598)	Accuracy 87.500 (79.687)
Test: [ 70/164]	Loss 0.3712 (0.8816)	Accuracy 89.062 (81.217)
Test: [ 80/164]	Loss 0.5499 (0.8340)	Accuracy 87.500 (82.176)
Test: [ 90/164]	Loss 0.7391 (0.8235)	Accuracy 85.156 (82.452)
Test: [100/164]	Loss 0.0749 (0.7707)	Accuracy 99.219 (83.617)
Test: [110/164]	Loss 0.1213 (0.7124)	Accuracy 98.438 (84.882)
Test: [120/164]	Loss 0.2502 (0.6729)	Accuracy 94.531 (85.737)
Test: [130/164]	Loss 0.3545 (0.6428)	Accuracy 96.094 (86.492)
Test: [140/164]	Loss 0.3922 (0.6202)	Accuracy 92.188 (86.990)
Test: [150/164]	Loss 0.5599 (0.6154)	Accuracy 86.719 (87.138)
Test: [160/164]	Loss 0.9662 (0.6202)	Accuracy 78.125 (87.015)
 * Accuracy 87.054
Current best accuracy: 87.3016586303711
149.90713906288147
Current learning rate: 0.00625
Epoch: [238][  0/383]	Loss 0.2779 (0.2779)	Accuracy 92.188 (92.188)
Epoch: [238][ 10/383]	Loss 0.2042 (0.2923)	Accuracy 94.531 (93.253)
Epoch: [238][ 20/383]	Loss 0.3360 (0.3039)	Accuracy 90.625 (92.671)
Epoch: [238][ 30/383]	Loss 0.2982 (0.2981)	Accuracy 93.750 (93.019)
Epoch: [238][ 40/383]	Loss 0.3845 (0.3013)	Accuracy 89.844 (92.950)
Epoch: [238][ 50/383]	Loss 0.3432 (0.2995)	Accuracy 89.062 (93.030)
Epoch: [238][ 60/383]	Loss 0.2951 (0.2981)	Accuracy 92.969 (93.097)
Epoch: [238][ 70/383]	Loss 0.3160 (0.2986)	Accuracy 92.188 (93.024)
Epoch: [238][ 80/383]	Loss 0.3107 (0.2999)	Accuracy 92.969 (93.036)
Epoch: [238][ 90/383]	Loss 0.2680 (0.3004)	Accuracy 93.750 (92.986)
Epoch: [238][100/383]	Loss 0.3007 (0.2994)	Accuracy 92.188 (92.969)
Epoch: [238][110/383]	Loss 0.3572 (0.2983)	Accuracy 91.406 (92.983)
Epoch: [238][120/383]	Loss 0.4052 (0.3000)	Accuracy 85.938 (92.962)
Epoch: [238][130/383]	Loss 0.2821 (0.3010)	Accuracy 92.969 (92.915)
Epoch: [238][140/383]	Loss 0.3636 (0.3012)	Accuracy 90.625 (92.880)
Epoch: [238][150/383]	Loss 0.3898 (0.3012)	Accuracy 89.062 (92.870)
Epoch: [238][160/383]	Loss 0.2649 (0.3014)	Accuracy 95.312 (92.891)
Epoch: [238][170/383]	Loss 0.2099 (0.3000)	Accuracy 97.656 (92.960)
Epoch: [238][180/383]	Loss 0.2931 (0.3000)	Accuracy 91.406 (92.956)
Epoch: [238][190/383]	Loss 0.2499 (0.2995)	Accuracy 94.531 (92.952)
Epoch: [238][200/383]	Loss 0.3281 (0.2990)	Accuracy 90.625 (92.953)
Epoch: [238][210/383]	Loss 0.3292 (0.2988)	Accuracy 91.406 (92.950)
Epoch: [238][220/383]	Loss 0.2564 (0.2967)	Accuracy 94.531 (93.011)
Epoch: [238][230/383]	Loss 0.3383 (0.2977)	Accuracy 89.844 (92.965)
Epoch: [238][240/383]	Loss 0.3394 (0.2980)	Accuracy 92.969 (92.949)
Epoch: [238][250/383]	Loss 0.2497 (0.2987)	Accuracy 95.312 (92.900)
Epoch: [238][260/383]	Loss 0.3002 (0.2987)	Accuracy 91.406 (92.924)
Epoch: [238][270/383]	Loss 0.3429 (0.2992)	Accuracy 92.969 (92.894)
Epoch: [238][280/383]	Loss 0.2048 (0.2991)	Accuracy 93.750 (92.885)
Epoch: [238][290/383]	Loss 0.3880 (0.3000)	Accuracy 89.844 (92.853)
Epoch: [238][300/383]	Loss 0.3879 (0.3004)	Accuracy 89.844 (92.839)
Epoch: [238][310/383]	Loss 0.3877 (0.3016)	Accuracy 89.844 (92.800)
Epoch: [238][320/383]	Loss 0.3353 (0.3028)	Accuracy 92.969 (92.767)
Epoch: [238][330/383]	Loss 0.3402 (0.3036)	Accuracy 90.625 (92.747)
Epoch: [238][340/383]	Loss 0.2248 (0.3039)	Accuracy 95.312 (92.744)
Epoch: [238][350/383]	Loss 0.2730 (0.3046)	Accuracy 95.312 (92.722)
Epoch: [238][360/383]	Loss 0.3441 (0.3046)	Accuracy 89.844 (92.720)
Epoch: [238][370/383]	Loss 0.2349 (0.3056)	Accuracy 94.531 (92.687)
Epoch: [238][380/383]	Loss 0.3471 (0.3057)	Accuracy 89.844 (92.671)
Test: [  0/164]	Loss 1.2654 (1.2654)	Accuracy 72.656 (72.656)
Test: [ 10/164]	Loss 0.7467 (0.9544)	Accuracy 83.594 (79.759)
Test: [ 20/164]	Loss 1.4804 (1.0076)	Accuracy 71.875 (78.534)
Test: [ 30/164]	Loss 1.3711 (1.0932)	Accuracy 68.750 (76.689)
Test: [ 40/164]	Loss 1.1344 (1.0695)	Accuracy 74.219 (77.496)
Test: [ 50/164]	Loss 0.4206 (1.0333)	Accuracy 89.062 (78.324)
Test: [ 60/164]	Loss 0.6315 (0.9599)	Accuracy 86.719 (79.982)
Test: [ 70/164]	Loss 0.4277 (0.8878)	Accuracy 90.625 (81.448)
Test: [ 80/164]	Loss 0.6415 (0.8488)	Accuracy 85.938 (82.195)
Test: [ 90/164]	Loss 0.6256 (0.8389)	Accuracy 83.594 (82.435)
Test: [100/164]	Loss 0.2069 (0.7931)	Accuracy 96.875 (83.485)
Test: [110/164]	Loss 0.1159 (0.7337)	Accuracy 98.438 (84.748)
Test: [120/164]	Loss 0.2615 (0.6923)	Accuracy 94.531 (85.628)
Test: [130/164]	Loss 0.2209 (0.6592)	Accuracy 96.094 (86.373)
Test: [140/164]	Loss 0.4321 (0.6354)	Accuracy 91.406 (86.896)
Test: [150/164]	Loss 0.6234 (0.6365)	Accuracy 86.719 (86.848)
Test: [160/164]	Loss 0.9683 (0.6433)	Accuracy 78.906 (86.714)
 * Accuracy 86.763
Current best accuracy: 87.3016586303711
155.6819064617157
Current learning rate: 0.00625
Epoch: [239][  0/383]	Loss 0.2662 (0.2662)	Accuracy 93.750 (93.750)
Epoch: [239][ 10/383]	Loss 0.2750 (0.2949)	Accuracy 95.312 (93.111)
Epoch: [239][ 20/383]	Loss 0.2582 (0.3028)	Accuracy 95.312 (92.560)
Epoch: [239][ 30/383]	Loss 0.4186 (0.3081)	Accuracy 86.719 (92.162)
Epoch: [239][ 40/383]	Loss 0.3728 (0.3174)	Accuracy 91.406 (92.035)
Epoch: [239][ 50/383]	Loss 0.3979 (0.3242)	Accuracy 92.188 (91.835)
Epoch: [239][ 60/383]	Loss 0.2307 (0.3188)	Accuracy 95.312 (91.995)
Epoch: [239][ 70/383]	Loss 0.2796 (0.3168)	Accuracy 93.750 (92.055)
Epoch: [239][ 80/383]	Loss 0.1738 (0.3120)	Accuracy 96.094 (92.265)
Epoch: [239][ 90/383]	Loss 0.3127 (0.3132)	Accuracy 93.750 (92.239)
Epoch: [239][100/383]	Loss 0.2914 (0.3096)	Accuracy 91.406 (92.296)
Epoch: [239][110/383]	Loss 0.3323 (0.3091)	Accuracy 92.969 (92.272)
Epoch: [239][120/383]	Loss 0.3567 (0.3079)	Accuracy 89.844 (92.317)
Epoch: [239][130/383]	Loss 0.2535 (0.3095)	Accuracy 94.531 (92.277)
Epoch: [239][140/383]	Loss 0.2263 (0.3080)	Accuracy 95.312 (92.381)
Epoch: [239][150/383]	Loss 0.2240 (0.3077)	Accuracy 95.312 (92.353)
Epoch: [239][160/383]	Loss 0.2621 (0.3061)	Accuracy 94.531 (92.411)
Epoch: [239][170/383]	Loss 0.2624 (0.3047)	Accuracy 92.969 (92.448)
Epoch: [239][180/383]	Loss 0.3321 (0.3067)	Accuracy 92.188 (92.442)
Epoch: [239][190/383]	Loss 0.3169 (0.3062)	Accuracy 90.625 (92.457)
Epoch: [239][200/383]	Loss 0.4225 (0.3082)	Accuracy 91.406 (92.421)
Epoch: [239][210/383]	Loss 0.3993 (0.3092)	Accuracy 89.844 (92.391)
Epoch: [239][220/383]	Loss 0.3083 (0.3080)	Accuracy 95.312 (92.428)
Epoch: [239][230/383]	Loss 0.2183 (0.3074)	Accuracy 94.531 (92.428)
Epoch: [239][240/383]	Loss 0.2715 (0.3064)	Accuracy 95.312 (92.470)
Epoch: [239][250/383]	Loss 0.2759 (0.3056)	Accuracy 92.969 (92.505)
Epoch: [239][260/383]	Loss 0.2611 (0.3053)	Accuracy 94.531 (92.511)
Epoch: [239][270/383]	Loss 0.4203 (0.3065)	Accuracy 88.281 (92.487)
Epoch: [239][280/383]	Loss 0.3972 (0.3060)	Accuracy 89.062 (92.499)
Epoch: [239][290/383]	Loss 0.2688 (0.3067)	Accuracy 91.406 (92.480)
Epoch: [239][300/383]	Loss 0.2713 (0.3063)	Accuracy 95.312 (92.496)
Epoch: [239][310/383]	Loss 0.2548 (0.3060)	Accuracy 95.312 (92.509)
Epoch: [239][320/383]	Loss 0.2936 (0.3065)	Accuracy 95.312 (92.497)
Epoch: [239][330/383]	Loss 0.2580 (0.3064)	Accuracy 93.750 (92.483)
Epoch: [239][340/383]	Loss 0.3518 (0.3071)	Accuracy 93.750 (92.483)
Epoch: [239][350/383]	Loss 0.3726 (0.3077)	Accuracy 89.062 (92.457)
Epoch: [239][360/383]	Loss 0.2393 (0.3076)	Accuracy 96.094 (92.465)
Epoch: [239][370/383]	Loss 0.3213 (0.3074)	Accuracy 91.406 (92.463)
Epoch: [239][380/383]	Loss 0.2930 (0.3075)	Accuracy 91.406 (92.479)
Test: [  0/164]	Loss 1.6595 (1.6595)	Accuracy 66.406 (66.406)
Test: [ 10/164]	Loss 1.1248 (1.2318)	Accuracy 80.469 (73.864)
Test: [ 20/164]	Loss 1.7109 (1.2761)	Accuracy 66.406 (72.805)
Test: [ 30/164]	Loss 1.2259 (1.2810)	Accuracy 71.094 (73.034)
Test: [ 40/164]	Loss 1.1408 (1.1847)	Accuracy 78.125 (74.962)
Test: [ 50/164]	Loss 0.2957 (1.0856)	Accuracy 91.406 (76.900)
Test: [ 60/164]	Loss 0.6213 (0.9976)	Accuracy 86.719 (79.009)
Test: [ 70/164]	Loss 0.4164 (0.9149)	Accuracy 92.969 (80.766)
Test: [ 80/164]	Loss 0.5301 (0.8675)	Accuracy 89.844 (81.761)
Test: [ 90/164]	Loss 0.7923 (0.8579)	Accuracy 80.469 (81.928)
Test: [100/164]	Loss 0.0500 (0.8105)	Accuracy 98.438 (83.006)
Test: [110/164]	Loss 0.1684 (0.7493)	Accuracy 96.094 (84.298)
Test: [120/164]	Loss 0.3059 (0.7059)	Accuracy 94.531 (85.253)
Test: [130/164]	Loss 0.2781 (0.6700)	Accuracy 96.875 (86.069)
Test: [140/164]	Loss 0.2844 (0.6416)	Accuracy 94.531 (86.719)
Test: [150/164]	Loss 0.4445 (0.6277)	Accuracy 89.844 (86.998)
Test: [160/164]	Loss 0.8162 (0.6294)	Accuracy 83.594 (86.918)
 * Accuracy 86.997
Current best accuracy: 87.3016586303711
153.04005694389343
Current learning rate: 0.00625
Epoch: [240][  0/383]	Loss 0.2366 (0.2366)	Accuracy 95.312 (95.312)
Epoch: [240][ 10/383]	Loss 0.3504 (0.3108)	Accuracy 90.625 (91.974)
Epoch: [240][ 20/383]	Loss 0.3955 (0.3129)	Accuracy 88.281 (92.448)
Epoch: [240][ 30/383]	Loss 0.2850 (0.3132)	Accuracy 94.531 (92.490)
Epoch: [240][ 40/383]	Loss 0.2142 (0.3081)	Accuracy 96.875 (92.759)
Epoch: [240][ 50/383]	Loss 0.3151 (0.3049)	Accuracy 92.969 (92.969)
Epoch: [240][ 60/383]	Loss 0.2089 (0.3045)	Accuracy 95.312 (92.853)
Epoch: [240][ 70/383]	Loss 0.2711 (0.3038)	Accuracy 93.750 (92.826)
Epoch: [240][ 80/383]	Loss 0.2878 (0.3029)	Accuracy 91.406 (92.776)
Epoch: [240][ 90/383]	Loss 0.2472 (0.3070)	Accuracy 95.312 (92.608)
Epoch: [240][100/383]	Loss 0.2655 (0.3083)	Accuracy 93.750 (92.551)
Epoch: [240][110/383]	Loss 0.3521 (0.3090)	Accuracy 92.188 (92.589)
Epoch: [240][120/383]	Loss 0.2974 (0.3089)	Accuracy 93.750 (92.568)
Epoch: [240][130/383]	Loss 0.2685 (0.3090)	Accuracy 90.625 (92.498)
Epoch: [240][140/383]	Loss 0.2785 (0.3059)	Accuracy 92.969 (92.614)
Epoch: [240][150/383]	Loss 0.4175 (0.3079)	Accuracy 87.500 (92.488)
Epoch: [240][160/383]	Loss 0.2604 (0.3086)	Accuracy 94.531 (92.464)
Epoch: [240][170/383]	Loss 0.4764 (0.3076)	Accuracy 87.500 (92.507)
Epoch: [240][180/383]	Loss 0.2826 (0.3064)	Accuracy 92.188 (92.550)
Epoch: [240][190/383]	Loss 0.3378 (0.3067)	Accuracy 89.844 (92.507)
Epoch: [240][200/383]	Loss 0.2163 (0.3075)	Accuracy 93.750 (92.471)
Epoch: [240][210/383]	Loss 0.3841 (0.3076)	Accuracy 91.406 (92.484)
Epoch: [240][220/383]	Loss 0.2795 (0.3068)	Accuracy 93.750 (92.527)
Epoch: [240][230/383]	Loss 0.2390 (0.3062)	Accuracy 96.094 (92.560)
Epoch: [240][240/383]	Loss 0.2229 (0.3064)	Accuracy 96.094 (92.573)
Epoch: [240][250/383]	Loss 0.3497 (0.3058)	Accuracy 90.625 (92.580)
Epoch: [240][260/383]	Loss 0.2735 (0.3056)	Accuracy 95.312 (92.604)
Epoch: [240][270/383]	Loss 0.1802 (0.3047)	Accuracy 97.656 (92.634)
Epoch: [240][280/383]	Loss 0.3719 (0.3048)	Accuracy 91.406 (92.624)
Epoch: [240][290/383]	Loss 0.2804 (0.3047)	Accuracy 93.750 (92.606)
Epoch: [240][300/383]	Loss 0.3656 (0.3058)	Accuracy 89.844 (92.572)
Epoch: [240][310/383]	Loss 0.3645 (0.3066)	Accuracy 91.406 (92.549)
Epoch: [240][320/383]	Loss 0.2255 (0.3066)	Accuracy 94.531 (92.555)
Epoch: [240][330/383]	Loss 0.2885 (0.3071)	Accuracy 92.969 (92.549)
Epoch: [240][340/383]	Loss 0.3836 (0.3071)	Accuracy 89.844 (92.556)
Epoch: [240][350/383]	Loss 0.2790 (0.3066)	Accuracy 93.750 (92.553)
Epoch: [240][360/383]	Loss 0.2883 (0.3055)	Accuracy 92.188 (92.590)
Epoch: [240][370/383]	Loss 0.3051 (0.3061)	Accuracy 94.531 (92.577)
Epoch: [240][380/383]	Loss 0.2779 (0.3062)	Accuracy 95.312 (92.583)
Test: [  0/164]	Loss 1.7180 (1.7180)	Accuracy 68.750 (68.750)
Test: [ 10/164]	Loss 0.8879 (1.2238)	Accuracy 82.031 (74.148)
Test: [ 20/164]	Loss 1.7817 (1.2764)	Accuracy 67.969 (72.917)
Test: [ 30/164]	Loss 1.0367 (1.2512)	Accuracy 75.781 (73.690)
Test: [ 40/164]	Loss 0.9650 (1.1452)	Accuracy 81.250 (76.124)
Test: [ 50/164]	Loss 0.3211 (1.0532)	Accuracy 92.188 (77.880)
Test: [ 60/164]	Loss 0.7207 (0.9672)	Accuracy 84.375 (79.726)
Test: [ 70/164]	Loss 0.4465 (0.8980)	Accuracy 89.844 (81.173)
Test: [ 80/164]	Loss 0.6536 (0.8598)	Accuracy 83.594 (81.916)
Test: [ 90/164]	Loss 0.8440 (0.8544)	Accuracy 83.594 (82.100)
Test: [100/164]	Loss 0.1255 (0.8099)	Accuracy 98.438 (83.114)
Test: [110/164]	Loss 0.1478 (0.7508)	Accuracy 97.656 (84.361)
Test: [120/164]	Loss 0.2494 (0.7096)	Accuracy 94.531 (85.260)
Test: [130/164]	Loss 0.2069 (0.6730)	Accuracy 97.656 (86.087)
Test: [140/164]	Loss 0.3897 (0.6459)	Accuracy 90.625 (86.691)
Test: [150/164]	Loss 0.4760 (0.6388)	Accuracy 89.844 (86.770)
Test: [160/164]	Loss 0.9681 (0.6451)	Accuracy 82.031 (86.593)
 * Accuracy 86.644
Current best accuracy: 87.3016586303711
153.31202936172485
Current learning rate: 0.00625
Epoch: [241][  0/383]	Loss 0.3082 (0.3082)	Accuracy 92.969 (92.969)
Epoch: [241][ 10/383]	Loss 0.3265 (0.2856)	Accuracy 90.625 (93.253)
Epoch: [241][ 20/383]	Loss 0.2007 (0.2892)	Accuracy 94.531 (93.229)
Epoch: [241][ 30/383]	Loss 0.3529 (0.2914)	Accuracy 92.188 (93.397)
Epoch: [241][ 40/383]	Loss 0.2816 (0.2877)	Accuracy 93.750 (93.559)
Epoch: [241][ 50/383]	Loss 0.2557 (0.2882)	Accuracy 93.750 (93.490)
Epoch: [241][ 60/383]	Loss 0.2574 (0.2928)	Accuracy 95.312 (93.340)
Epoch: [241][ 70/383]	Loss 0.3257 (0.2935)	Accuracy 91.406 (93.266)
Epoch: [241][ 80/383]	Loss 0.2342 (0.2932)	Accuracy 96.094 (93.306)
Epoch: [241][ 90/383]	Loss 0.4067 (0.2965)	Accuracy 89.844 (93.166)
Epoch: [241][100/383]	Loss 0.2368 (0.2968)	Accuracy 94.531 (93.093)
Epoch: [241][110/383]	Loss 0.2973 (0.2958)	Accuracy 90.625 (93.152)
Epoch: [241][120/383]	Loss 0.3083 (0.2994)	Accuracy 93.750 (93.046)
Epoch: [241][130/383]	Loss 0.3903 (0.3026)	Accuracy 88.281 (92.921)
Epoch: [241][140/383]	Loss 0.2676 (0.3002)	Accuracy 92.188 (92.974)
Epoch: [241][150/383]	Loss 0.2865 (0.3036)	Accuracy 94.531 (92.886)
Epoch: [241][160/383]	Loss 0.3229 (0.3057)	Accuracy 89.844 (92.799)
Epoch: [241][170/383]	Loss 0.3690 (0.3069)	Accuracy 92.188 (92.772)
Epoch: [241][180/383]	Loss 0.2246 (0.3062)	Accuracy 95.312 (92.805)
Epoch: [241][190/383]	Loss 0.2577 (0.3070)	Accuracy 96.094 (92.817)
Epoch: [241][200/383]	Loss 0.3526 (0.3062)	Accuracy 91.406 (92.825)
Epoch: [241][210/383]	Loss 0.3047 (0.3068)	Accuracy 92.969 (92.813)
Epoch: [241][220/383]	Loss 0.2246 (0.3062)	Accuracy 95.312 (92.824)
Epoch: [241][230/383]	Loss 0.2499 (0.3053)	Accuracy 96.094 (92.847)
Epoch: [241][240/383]	Loss 0.2602 (0.3042)	Accuracy 93.750 (92.855)
Epoch: [241][250/383]	Loss 0.2879 (0.3033)	Accuracy 94.531 (92.863)
Epoch: [241][260/383]	Loss 0.2294 (0.3032)	Accuracy 93.750 (92.837)
Epoch: [241][270/383]	Loss 0.3524 (0.3038)	Accuracy 92.969 (92.827)
Epoch: [241][280/383]	Loss 0.2627 (0.3030)	Accuracy 95.312 (92.827)
Epoch: [241][290/383]	Loss 0.2588 (0.3032)	Accuracy 95.312 (92.808)
Epoch: [241][300/383]	Loss 0.3651 (0.3036)	Accuracy 91.406 (92.795)
Epoch: [241][310/383]	Loss 0.2498 (0.3034)	Accuracy 95.312 (92.803)
Epoch: [241][320/383]	Loss 0.2153 (0.3033)	Accuracy 96.875 (92.798)
Epoch: [241][330/383]	Loss 0.3426 (0.3045)	Accuracy 92.969 (92.754)
Epoch: [241][340/383]	Loss 0.1673 (0.3039)	Accuracy 97.656 (92.753)
Epoch: [241][350/383]	Loss 0.2634 (0.3042)	Accuracy 94.531 (92.753)
Epoch: [241][360/383]	Loss 0.3082 (0.3039)	Accuracy 91.406 (92.765)
Epoch: [241][370/383]	Loss 0.2196 (0.3040)	Accuracy 96.875 (92.752)
Epoch: [241][380/383]	Loss 0.2892 (0.3038)	Accuracy 92.188 (92.758)
Test: [  0/164]	Loss 1.5678 (1.5678)	Accuracy 68.750 (68.750)
Test: [ 10/164]	Loss 0.9598 (1.1891)	Accuracy 79.688 (75.213)
Test: [ 20/164]	Loss 1.7261 (1.2717)	Accuracy 66.406 (72.842)
Test: [ 30/164]	Loss 0.8868 (1.2523)	Accuracy 76.562 (73.362)
Test: [ 40/164]	Loss 0.9833 (1.1503)	Accuracy 78.125 (75.438)
Test: [ 50/164]	Loss 0.3466 (1.0548)	Accuracy 93.750 (77.558)
Test: [ 60/164]	Loss 0.6676 (0.9656)	Accuracy 85.938 (79.521)
Test: [ 70/164]	Loss 0.4515 (0.8903)	Accuracy 89.844 (81.085)
Test: [ 80/164]	Loss 0.5717 (0.8498)	Accuracy 88.281 (81.906)
Test: [ 90/164]	Loss 0.8798 (0.8449)	Accuracy 81.250 (82.074)
Test: [100/164]	Loss 0.0841 (0.7974)	Accuracy 97.656 (83.153)
Test: [110/164]	Loss 0.1606 (0.7391)	Accuracy 98.438 (84.424)
Test: [120/164]	Loss 0.3381 (0.6996)	Accuracy 89.062 (85.331)
Test: [130/164]	Loss 0.2846 (0.6651)	Accuracy 96.875 (86.104)
Test: [140/164]	Loss 0.3936 (0.6364)	Accuracy 92.969 (86.769)
Test: [150/164]	Loss 0.4154 (0.6271)	Accuracy 91.406 (86.967)
Test: [160/164]	Loss 0.9851 (0.6310)	Accuracy 78.125 (86.893)
 * Accuracy 86.916
Current best accuracy: 87.3016586303711
153.02381658554077
Current learning rate: 0.00625
Epoch: [242][  0/383]	Loss 0.3239 (0.3239)	Accuracy 90.625 (90.625)
Epoch: [242][ 10/383]	Loss 0.2965 (0.3013)	Accuracy 92.969 (93.040)
Epoch: [242][ 20/383]	Loss 0.2311 (0.2866)	Accuracy 94.531 (93.415)
Epoch: [242][ 30/383]	Loss 0.2984 (0.2837)	Accuracy 93.750 (93.322)
Epoch: [242][ 40/383]	Loss 0.3556 (0.2919)	Accuracy 88.281 (93.140)
Epoch: [242][ 50/383]	Loss 0.3528 (0.2974)	Accuracy 92.188 (92.999)
Epoch: [242][ 60/383]	Loss 0.3373 (0.2996)	Accuracy 92.188 (92.982)
Epoch: [242][ 70/383]	Loss 0.3733 (0.3016)	Accuracy 91.406 (92.980)
Epoch: [242][ 80/383]	Loss 0.2747 (0.3036)	Accuracy 94.531 (92.930)
Epoch: [242][ 90/383]	Loss 0.2246 (0.3007)	Accuracy 96.875 (93.029)
Epoch: [242][100/383]	Loss 0.3696 (0.3031)	Accuracy 88.281 (92.969)
Epoch: [242][110/383]	Loss 0.2528 (0.3026)	Accuracy 93.750 (92.983)
Epoch: [242][120/383]	Loss 0.2787 (0.3024)	Accuracy 92.188 (92.956)
Epoch: [242][130/383]	Loss 0.3421 (0.3030)	Accuracy 92.188 (92.909)
Epoch: [242][140/383]	Loss 0.4902 (0.3065)	Accuracy 86.719 (92.747)
Epoch: [242][150/383]	Loss 0.2484 (0.3060)	Accuracy 95.312 (92.829)
Epoch: [242][160/383]	Loss 0.3520 (0.3063)	Accuracy 94.531 (92.823)
Epoch: [242][170/383]	Loss 0.3447 (0.3052)	Accuracy 91.406 (92.823)
Epoch: [242][180/383]	Loss 0.2661 (0.3051)	Accuracy 96.094 (92.848)
Epoch: [242][190/383]	Loss 0.2531 (0.3044)	Accuracy 92.188 (92.862)
Epoch: [242][200/383]	Loss 0.2454 (0.3042)	Accuracy 94.531 (92.837)
Epoch: [242][210/383]	Loss 0.3321 (0.3043)	Accuracy 92.969 (92.806)
Epoch: [242][220/383]	Loss 0.2633 (0.3065)	Accuracy 96.094 (92.767)
Epoch: [242][230/383]	Loss 0.3198 (0.3061)	Accuracy 92.188 (92.773)
Epoch: [242][240/383]	Loss 0.3349 (0.3058)	Accuracy 93.750 (92.800)
Epoch: [242][250/383]	Loss 0.2626 (0.3055)	Accuracy 94.531 (92.826)
Epoch: [242][260/383]	Loss 0.3072 (0.3057)	Accuracy 92.188 (92.825)
Epoch: [242][270/383]	Loss 0.2645 (0.3062)	Accuracy 94.531 (92.790)
Epoch: [242][280/383]	Loss 0.2733 (0.3062)	Accuracy 91.406 (92.777)
Epoch: [242][290/383]	Loss 0.3285 (0.3065)	Accuracy 91.406 (92.749)
Epoch: [242][300/383]	Loss 0.3746 (0.3070)	Accuracy 93.750 (92.743)
