Epoch: [0][ 0/96]	Loss 2.0977 (2.0977)	Accuracy 16.406 (16.406)
Epoch: [47][30/96]	Loss 0.8651 (0.8712)	Accuracy 70.312 (70.287)
Epoch: [47][40/96]	Loss 0.8339 (0.8796)	Accuracy 73.438 (70.008)
Epoch: [47][50/96]	Loss 1.0877 (0.8926)	Accuracy 66.406 (69.393)
Epoch: [47][60/96]	Loss 0.8812 (0.8923)	Accuracy 71.094 (69.506)
Epoch: [47][70/96]	Loss 0.7854 (0.8798)	Accuracy 75.781 (69.905)
Epoch: [47][80/96]	Loss 0.9426 (0.8792)	Accuracy 64.844 (70.062)
Epoch: [47][90/96]	Loss 0.9950 (0.8805)	Accuracy 65.625 (69.961)
Test: [ 0/24]	Loss 0.7651 (0.7651)	Accuracy 72.656 (72.656)
Test: [10/24]	Loss 0.4001 (0.6392)	Accuracy 90.625 (78.764)
Test: [20/24]	Loss 0.6902 (0.6768)	Accuracy 78.906 (77.418)
 * Accuracy 77.053
Epoch: [48][ 0/96]	Loss 1.0079 (1.0079)	Accuracy 66.406 (66.406)
Epoch: [48][10/96]	Loss 0.8700 (0.9431)	Accuracy 72.656 (68.040)
Epoch: [48][20/96]	Loss 0.8485 (0.9347)	Accuracy 70.312 (68.229)
Epoch: [48][30/96]	Loss 0.9770 (0.9216)	Accuracy 64.062 (68.826)
Epoch: [48][40/96]	Loss 0.9328 (0.9210)	Accuracy 65.625 (68.712)
Epoch: [48][50/96]	Loss 0.8829 (0.9078)	Accuracy 67.188 (69.210)
Epoch: [48][60/96]	Loss 0.8946 (0.8983)	Accuracy 68.750 (69.301)
Epoch: [48][70/96]	Loss 0.8964 (0.8910)	Accuracy 68.750 (69.498)
Epoch: [48][80/96]	Loss 0.8950 (0.8836)	Accuracy 69.531 (69.850)
Epoch: [48][90/96]	Loss 0.8688 (0.8835)	Accuracy 66.406 (69.832)
Test: [ 0/24]	Loss 0.8040 (0.8040)	Accuracy 70.312 (70.312)
Test: [10/24]	Loss 0.3948 (0.6470)	Accuracy 90.625 (78.267)
Test: [20/24]	Loss 0.6917 (0.6773)	Accuracy 77.344 (77.158)
 * Accuracy 76.858
Epoch: [49][ 0/96]	Loss 0.9076 (0.9076)	Accuracy 65.625 (65.625)
Epoch: [49][10/96]	Loss 0.9801 (0.8603)	Accuracy 65.625 (70.384)
Epoch: [49][20/96]	Loss 0.8187 (0.8564)	Accuracy 69.531 (70.275)
Epoch: [49][30/96]	Loss 0.8134 (0.8759)	Accuracy 73.438 (69.859)
Epoch: [49][40/96]	Loss 0.9543 (0.8727)	Accuracy 67.969 (69.874)
Epoch: [49][50/96]	Loss 0.9792 (0.8739)	Accuracy 69.531 (70.098)
Epoch: [49][60/96]	Loss 0.7175 (0.8782)	Accuracy 76.562 (69.992)
Epoch: [49][70/96]	Loss 0.8530 (0.8800)	Accuracy 68.750 (69.927)
Epoch: [49][80/96]	Loss 0.7957 (0.8766)	Accuracy 74.219 (70.139)
Epoch: [49][90/96]	Loss 0.7445 (0.8754)	Accuracy 76.562 (70.184)
Test: [ 0/24]	Loss 0.7607 (0.7607)	Accuracy 73.438 (73.438)
Test: [10/24]	Loss 0.4008 (0.6401)	Accuracy 90.625 (78.835)
Test: [20/24]	Loss 0.7074 (0.6740)	Accuracy 75.000 (77.307)
 * Accuracy 76.890
Epoch: [50][ 0/96]	Loss 0.8959 (0.8959)	Accuracy 71.094 (71.094)
Epoch: [50][10/96]	Loss 0.9533 (0.8961)	Accuracy 66.406 (70.241)
Epoch: [50][20/96]	Loss 0.8239 (0.9061)	Accuracy 67.969 (69.122)
Epoch: [50][30/96]	Loss 0.9799 (0.9054)	Accuracy 64.844 (69.330)
Epoch: [50][40/96]	Loss 0.8521 (0.8924)	Accuracy 72.656 (69.627)
Epoch: [50][50/96]	Loss 0.8802 (0.8898)	Accuracy 68.750 (69.914)
Epoch: [50][60/96]	Loss 0.7831 (0.8849)	Accuracy 67.969 (69.839)
Epoch: [50][70/96]	Loss 0.7183 (0.8854)	Accuracy 72.656 (69.751)
Epoch: [50][80/96]	Loss 0.7713 (0.8840)	Accuracy 72.656 (69.840)
Epoch: [50][90/96]	Loss 1.0239 (0.8825)	Accuracy 60.938 (69.797)
Test: [ 0/24]	Loss 0.7810 (0.7810)	Accuracy 71.875 (71.875)
Test: [10/24]	Loss 0.3750 (0.6364)	Accuracy 91.406 (78.906)
Test: [20/24]	Loss 0.6802 (0.6735)	Accuracy 78.906 (77.493)
 * Accuracy 77.151
Epoch: [51][ 0/96]	Loss 0.8806 (0.8806)	Accuracy 67.188 (67.188)
Epoch: [51][10/96]	Loss 0.9283 (0.8436)	Accuracy 67.188 (71.094)
Epoch: [51][20/96]	Loss 1.0028 (0.8731)	Accuracy 67.188 (69.754)
Epoch: [51][30/96]	Loss 0.7253 (0.8765)	Accuracy 77.344 (69.657)
Epoch: [51][40/96]	Loss 0.9421 (0.8731)	Accuracy 67.969 (69.855)
Epoch: [51][50/96]	Loss 0.8893 (0.8663)	Accuracy 74.219 (70.006)
Epoch: [51][60/96]	Loss 0.8497 (0.8644)	Accuracy 67.188 (70.108)
Epoch: [51][70/96]	Loss 0.9618 (0.8704)	Accuracy 71.094 (70.026)
Epoch: [51][80/96]	Loss 0.8644 (0.8753)	Accuracy 68.750 (70.004)
Epoch: [51][90/96]	Loss 0.9479 (0.8789)	Accuracy 65.625 (69.866)
Test: [ 0/24]	Loss 0.7396 (0.7396)	Accuracy 75.781 (75.781)
Test: [10/24]	Loss 0.3978 (0.6360)	Accuracy 90.625 (78.906)
Test: [20/24]	Loss 0.6743 (0.6764)	Accuracy 78.906 (77.418)
 * Accuracy 77.249
Epoch: [52][ 0/96]	Loss 0.8529 (0.8529)	Accuracy 68.750 (68.750)
Epoch: [52][10/96]	Loss 0.8038 (0.8557)	Accuracy 71.875 (70.810)
Epoch: [52][20/96]	Loss 0.8566 (0.8589)	Accuracy 72.656 (71.243)
Epoch: [52][30/96]	Loss 0.9805 (0.8732)	Accuracy 66.406 (70.615)
Epoch: [52][40/96]	Loss 0.8781 (0.8720)	Accuracy 72.656 (70.598)
Epoch: [52][50/96]	Loss 0.9782 (0.8719)	Accuracy 68.750 (70.588)
Epoch: [52][60/96]	Loss 0.8204 (0.8716)	Accuracy 70.312 (70.556)
Epoch: [52][70/96]	Loss 0.9481 (0.8791)	Accuracy 64.844 (70.092)
Epoch: [52][80/96]	Loss 0.8900 (0.8769)	Accuracy 68.750 (70.177)
Epoch: [52][90/96]	Loss 1.0705 (0.8783)	Accuracy 62.500 (70.209)
Test: [ 0/24]	Loss 0.7379 (0.7379)	Accuracy 75.000 (75.000)
Test: [10/24]	Loss 0.3961 (0.6367)	Accuracy 91.406 (78.693)
Test: [20/24]	Loss 0.6663 (0.6775)	Accuracy 79.688 (77.307)
 * Accuracy 77.119
Epoch: [53][ 0/96]	Loss 0.8889 (0.8889)	Accuracy 65.625 (65.625)
Epoch: [53][10/96]	Loss 0.8380 (0.8636)	Accuracy 70.312 (70.526)
Epoch: [53][20/96]	Loss 1.0181 (0.8929)	Accuracy 67.969 (69.940)
Epoch: [53][30/96]	Loss 0.8023 (0.8815)	Accuracy 74.219 (70.237)
Epoch: [53][40/96]	Loss 0.8773 (0.8649)	Accuracy 67.969 (70.846)
Epoch: [53][50/96]	Loss 0.9888 (0.8653)	Accuracy 64.844 (70.757)
Epoch: [53][60/96]	Loss 0.9761 (0.8684)	Accuracy 67.188 (70.735)
Epoch: [53][70/96]	Loss 0.8525 (0.8745)	Accuracy 70.312 (70.555)
Epoch: [53][80/96]	Loss 0.8588 (0.8795)	Accuracy 68.750 (70.091)
Epoch: [53][90/96]	Loss 1.0252 (0.8790)	Accuracy 64.844 (70.115)
Test: [ 0/24]	Loss 0.7418 (0.7418)	Accuracy 73.438 (73.438)
Test: [10/24]	Loss 0.3929 (0.6344)	Accuracy 91.406 (78.906)
Test: [20/24]	Loss 0.6818 (0.6766)	Accuracy 77.344 (77.195)
 * Accuracy 76.923
Epoch: [54][ 0/96]	Loss 0.8704 (0.8704)	Accuracy 71.094 (71.094)
Epoch: [54][10/96]	Loss 0.9259 (0.8902)	Accuracy 66.406 (70.028)
Epoch: [54][20/96]	Loss 0.8824 (0.8910)	Accuracy 71.875 (70.164)
Epoch: [54][30/96]	Loss 0.8276 (0.8923)	Accuracy 71.094 (69.708)
Epoch: [54][40/96]	Loss 0.8225 (0.8864)	Accuracy 72.656 (69.970)
Epoch: [54][50/96]	Loss 0.7863 (0.8840)	Accuracy 70.312 (69.914)
Epoch: [54][60/96]	Loss 0.8529 (0.8749)	Accuracy 70.312 (70.364)
Epoch: [54][70/96]	Loss 0.9096 (0.8811)	Accuracy 64.844 (69.982)
Epoch: [54][80/96]	Loss 0.8081 (0.8847)	Accuracy 73.438 (69.850)
Epoch: [54][90/96]	Loss 0.9274 (0.8847)	Accuracy 71.094 (69.892)
Test: [ 0/24]	Loss 0.7466 (0.7466)	Accuracy 75.781 (75.781)
Test: [10/24]	Loss 0.4163 (0.6458)	Accuracy 89.844 (78.480)
Test: [20/24]	Loss 0.6725 (0.6787)	Accuracy 79.688 (77.418)
 * Accuracy 77.314
Epoch: [55][ 0/96]	Loss 0.7479 (0.7479)	Accuracy 72.656 (72.656)
Epoch: [55][10/96]	Loss 0.7890 (0.8036)	Accuracy 74.219 (72.372)
Epoch: [55][20/96]	Loss 0.9397 (0.8495)	Accuracy 71.094 (70.833)
Epoch: [55][30/96]	Loss 0.7979 (0.8370)	Accuracy 74.219 (71.144)
Epoch: [55][40/96]	Loss 0.8820 (0.8538)	Accuracy 66.406 (70.751)
Epoch: [55][50/96]	Loss 0.8528 (0.8609)	Accuracy 69.531 (70.481)
Epoch: [55][60/96]	Loss 0.8975 (0.8686)	Accuracy 74.219 (70.236)
Epoch: [55][70/96]	Loss 0.7153 (0.8643)	Accuracy 75.000 (70.544)
Epoch: [55][80/96]	Loss 0.9506 (0.8665)	Accuracy 64.062 (70.438)
Epoch: [55][90/96]	Loss 0.8760 (0.8683)	Accuracy 70.312 (70.355)
Test: [ 0/24]	Loss 0.7398 (0.7398)	Accuracy 75.781 (75.781)
Test: [10/24]	Loss 0.4113 (0.6414)	Accuracy 89.844 (78.480)
Test: [20/24]	Loss 0.6778 (0.6772)	Accuracy 78.906 (77.344)
 * Accuracy 77.184
Epoch: [56][ 0/96]	Loss 0.8460 (0.8460)	Accuracy 72.656 (72.656)
Epoch: [56][10/96]	Loss 0.8999 (0.8910)	Accuracy 66.406 (69.673)
Epoch: [56][20/96]	Loss 0.9346 (0.8871)	Accuracy 67.969 (70.015)
Epoch: [56][30/96]	Loss 0.8943 (0.9007)	Accuracy 70.312 (69.708)
Epoch: [56][40/96]	Loss 0.8167 (0.8911)	Accuracy 69.531 (70.084)
Epoch: [56][50/96]	Loss 0.7971 (0.8861)	Accuracy 71.094 (70.205)
Epoch: [56][60/96]	Loss 0.7911 (0.8874)	Accuracy 72.656 (70.159)
Epoch: [56][70/96]	Loss 0.9993 (0.8891)	Accuracy 65.625 (69.949)
Epoch: [56][80/96]	Loss 0.7584 (0.8852)	Accuracy 71.875 (70.120)
Epoch: [56][90/96]	Loss 0.8910 (0.8858)	Accuracy 65.625 (69.909)
Test: [ 0/24]	Loss 0.7709 (0.7709)	Accuracy 71.875 (71.875)
Test: [10/24]	Loss 0.3973 (0.6407)	Accuracy 90.625 (78.338)
Test: [20/24]	Loss 0.6966 (0.6742)	Accuracy 77.344 (77.121)
 * Accuracy 76.858
Epoch: [57][ 0/96]	Loss 0.8153 (0.8153)	Accuracy 71.875 (71.875)
Epoch: [57][10/96]	Loss 0.7495 (0.8401)	Accuracy 75.781 (70.526)
Epoch: [57][20/96]	Loss 0.9680 (0.8648)	Accuracy 65.625 (69.680)
Epoch: [57][30/96]	Loss 0.7565 (0.8725)	Accuracy 72.656 (69.859)
Epoch: [57][40/96]	Loss 0.8814 (0.8753)	Accuracy 69.531 (69.741)
Epoch: [57][50/96]	Loss 0.7687 (0.8731)	Accuracy 75.781 (69.700)
Epoch: [57][60/96]	Loss 0.8502 (0.8686)	Accuracy 74.219 (69.967)
Epoch: [57][70/96]	Loss 0.8317 (0.8750)	Accuracy 71.094 (69.751)
Epoch: [57][80/96]	Loss 0.9420 (0.8716)	Accuracy 67.188 (69.965)
Epoch: [57][90/96]	Loss 1.0197 (0.8716)	Accuracy 65.625 (69.978)
Test: [ 0/24]	Loss 0.7651 (0.7651)	Accuracy 74.219 (74.219)
Test: [10/24]	Loss 0.4181 (0.6505)	Accuracy 89.844 (78.338)
Test: [20/24]	Loss 0.6866 (0.6768)	Accuracy 76.562 (77.344)
 * Accuracy 77.184
Epoch: [58][ 0/96]	Loss 0.9036 (0.9036)	Accuracy 70.312 (70.312)
Epoch: [58][10/96]	Loss 0.8648 (0.8983)	Accuracy 72.656 (69.602)
Epoch: [58][20/96]	Loss 0.9366 (0.8971)	Accuracy 65.625 (69.420)
Epoch: [58][30/96]	Loss 0.8295 (0.8779)	Accuracy 75.000 (70.086)
Epoch: [58][40/96]	Loss 0.8230 (0.8693)	Accuracy 73.438 (70.713)
Epoch: [58][50/96]	Loss 0.8781 (0.8685)	Accuracy 72.656 (70.925)
Epoch: [58][60/96]	Loss 0.9434 (0.8708)	Accuracy 70.312 (70.876)
Epoch: [58][70/96]	Loss 0.8340 (0.8712)	Accuracy 71.875 (70.918)
Epoch: [58][80/96]	Loss 0.8732 (0.8685)	Accuracy 71.875 (71.036)
Epoch: [58][90/96]	Loss 0.9778 (0.8677)	Accuracy 69.531 (71.059)
Test: [ 0/24]	Loss 0.7423 (0.7423)	Accuracy 75.781 (75.781)
Test: [10/24]	Loss 0.4049 (0.6383)	Accuracy 89.844 (78.906)
Test: [20/24]	Loss 0.6928 (0.6740)	Accuracy 78.125 (77.641)
 * Accuracy 77.347
Epoch: [59][ 0/96]	Loss 0.9347 (0.9347)	Accuracy 69.531 (69.531)
Epoch: [59][10/96]	Loss 0.8726 (0.8594)	Accuracy 69.531 (71.094)
Epoch: [59][20/96]	Loss 0.6765 (0.8509)	Accuracy 78.125 (71.540)
Epoch: [59][30/96]	Loss 0.7982 (0.8531)	Accuracy 67.969 (70.867)
Epoch: [59][40/96]	Loss 0.9322 (0.8549)	Accuracy 67.188 (70.903)
Epoch: [59][50/96]	Loss 0.7859 (0.8598)	Accuracy 72.656 (70.772)
Epoch: [59][60/96]	Loss 0.8826 (0.8629)	Accuracy 65.625 (70.774)
Epoch: [59][70/96]	Loss 0.9522 (0.8659)	Accuracy 67.188 (70.676)
Epoch: [59][80/96]	Loss 0.8534 (0.8650)	Accuracy 71.094 (70.698)
Epoch: [59][90/96]	Loss 1.0379 (0.8671)	Accuracy 59.375 (70.364)
Test: [ 0/24]	Loss 0.7437 (0.7437)	Accuracy 74.219 (74.219)
Test: [10/24]	Loss 0.3996 (0.6391)	Accuracy 90.625 (78.622)
Test: [20/24]	Loss 0.6793 (0.6747)	Accuracy 78.906 (77.307)
 * Accuracy 77.151
Epoch: [60][ 0/96]	Loss 0.9075 (0.9075)	Accuracy 66.406 (66.406)
Epoch: [60][10/96]	Loss 0.8484 (0.9380)	Accuracy 67.188 (67.259)
Epoch: [60][20/96]	Loss 0.7568 (0.8993)	Accuracy 74.219 (68.713)
Epoch: [60][30/96]	Loss 0.8078 (0.8962)	Accuracy 69.531 (68.624)
Epoch: [60][40/96]	Loss 0.8647 (0.8983)	Accuracy 69.531 (68.674)
Epoch: [60][50/96]	Loss 0.9523 (0.8902)	Accuracy 66.406 (69.102)
Epoch: [60][60/96]	Loss 0.8889 (0.8868)	Accuracy 74.219 (69.198)
Epoch: [60][70/96]	Loss 0.9215 (0.8893)	Accuracy 65.625 (69.091)
Epoch: [60][80/96]	Loss 0.9423 (0.8842)	Accuracy 67.188 (69.271)
Epoch: [60][90/96]	Loss 1.0047 (0.8881)	Accuracy 67.188 (69.222)
Test: [ 0/24]	Loss 0.7255 (0.7255)	Accuracy 76.562 (76.562)
Test: [10/24]	Loss 0.3990 (0.6358)	Accuracy 91.406 (79.119)
Test: [20/24]	Loss 0.6853 (0.6739)	Accuracy 78.906 (77.641)
 * Accuracy 77.379
Epoch: [61][ 0/96]	Loss 0.9707 (0.9707)	Accuracy 67.969 (67.969)
Epoch: [61][10/96]	Loss 0.8297 (0.8997)	Accuracy 70.312 (68.324)
Epoch: [61][20/96]	Loss 0.8237 (0.8845)	Accuracy 76.562 (69.568)
Epoch: [61][30/96]	Loss 0.8158 (0.8801)	Accuracy 73.438 (70.136)
Epoch: [61][40/96]	Loss 0.9410 (0.8805)	Accuracy 67.969 (69.931)
Epoch: [61][50/96]	Loss 0.9024 (0.8769)	Accuracy 67.969 (70.098)
Epoch: [61][60/96]	Loss 0.7687 (0.8794)	Accuracy 71.094 (69.928)
Epoch: [61][70/96]	Loss 0.9823 (0.8900)	Accuracy 64.844 (69.586)
Epoch: [61][80/96]	Loss 0.8475 (0.8848)	Accuracy 71.094 (69.753)
Epoch: [61][90/96]	Loss 0.7897 (0.8835)	Accuracy 74.219 (69.832)
Test: [ 0/24]	Loss 0.7488 (0.7488)	Accuracy 74.219 (74.219)
Test: [10/24]	Loss 0.4092 (0.6449)	Accuracy 89.844 (78.267)
Test: [20/24]	Loss 0.6680 (0.6759)	Accuracy 78.906 (77.344)
 * Accuracy 77.184
Epoch: [62][ 0/96]	Loss 1.0928 (1.0928)	Accuracy 60.156 (60.156)
Epoch: [62][10/96]	Loss 0.7245 (0.8572)	Accuracy 78.125 (71.449)
Epoch: [62][20/96]	Loss 0.9097 (0.8779)	Accuracy 65.625 (70.908)
Epoch: [62][30/96]	Loss 0.9592 (0.8828)	Accuracy 64.844 (70.060)
Epoch: [62][40/96]	Loss 0.8417 (0.8792)	Accuracy 72.656 (69.970)
Epoch: [62][50/96]	Loss 0.8751 (0.8796)	Accuracy 69.531 (70.083)
Epoch: [62][60/96]	Loss 0.8077 (0.8790)	Accuracy 71.875 (70.031)
Epoch: [62][70/96]	Loss 0.8817 (0.8774)	Accuracy 67.969 (70.158)
Epoch: [62][80/96]	Loss 0.7476 (0.8784)	Accuracy 76.562 (70.158)
Epoch: [62][90/96]	Loss 0.8425 (0.8784)	Accuracy 75.000 (70.235)
Test: [ 0/24]	Loss 0.7342 (0.7342)	Accuracy 75.781 (75.781)
Test: [10/24]	Loss 0.4064 (0.6394)	Accuracy 89.844 (78.835)
Test: [20/24]	Loss 0.6827 (0.6738)	Accuracy 77.344 (77.641)
 * Accuracy 77.412
Epoch: [63][ 0/96]	Loss 0.8745 (0.8745)	Accuracy 73.438 (73.438)
Epoch: [63][10/96]	Loss 0.8876 (0.8831)	Accuracy 70.312 (70.526)
Epoch: [63][20/96]	Loss 0.9245 (0.8917)	Accuracy 70.312 (69.643)
Epoch: [63][30/96]	Loss 0.8913 (0.8844)	Accuracy 70.312 (70.136)
Epoch: [63][40/96]	Loss 0.7882 (0.8841)	Accuracy 71.875 (70.179)
Epoch: [63][50/96]	Loss 0.7852 (0.8749)	Accuracy 71.875 (70.496)
Epoch: [63][60/96]	Loss 0.8811 (0.8817)	Accuracy 69.531 (70.018)
Epoch: [63][70/96]	Loss 0.8972 (0.8827)	Accuracy 65.625 (70.125)
Epoch: [63][80/96]	Loss 0.9245 (0.8880)	Accuracy 63.281 (69.734)
Epoch: [63][90/96]	Loss 1.0044 (0.8828)	Accuracy 65.625 (69.995)
Test: [ 0/24]	Loss 0.7578 (0.7578)	Accuracy 73.438 (73.438)
Test: [10/24]	Loss 0.4345 (0.6559)	Accuracy 89.844 (77.912)
Test: [20/24]	Loss 0.6693 (0.6819)	Accuracy 78.906 (76.897)
 * Accuracy 76.890
Epoch: [64][ 0/96]	Loss 0.7820 (0.7820)	Accuracy 78.906 (78.906)
Epoch: [64][10/96]	Loss 0.8218 (0.8362)	Accuracy 75.000 (73.864)
Epoch: [64][20/96]	Loss 0.9803 (0.8365)	Accuracy 65.625 (73.177)
Epoch: [64][30/96]	Loss 0.8800 (0.8520)	Accuracy 67.188 (72.077)
Epoch: [64][40/96]	Loss 1.0053 (0.8772)	Accuracy 64.062 (70.922)
Epoch: [64][50/96]	Loss 0.8804 (0.8790)	Accuracy 71.875 (70.558)
Epoch: [64][60/96]	Loss 1.0006 (0.8822)	Accuracy 66.406 (70.300)
Epoch: [64][70/96]	Loss 0.8034 (0.8842)	Accuracy 73.438 (70.147)
Epoch: [64][80/96]	Loss 0.9596 (0.8848)	Accuracy 67.188 (70.091)
Epoch: [64][90/96]	Loss 0.8518 (0.8828)	Accuracy 70.312 (70.106)
Test: [ 0/24]	Loss 0.7672 (0.7672)	Accuracy 73.438 (73.438)
Test: [10/24]	Loss 0.4030 (0.6456)	Accuracy 90.625 (78.267)
Test: [20/24]	Loss 0.6762 (0.6756)	Accuracy 78.125 (77.195)
 * Accuracy 77.021
Epoch: [65][ 0/96]	Loss 0.8250 (0.8250)	Accuracy 71.094 (71.094)
Epoch: [65][10/96]	Loss 0.9569 (0.8719)	Accuracy 67.969 (69.815)
Epoch: [65][20/96]	Loss 0.8038 (0.8700)	Accuracy 73.438 (70.126)
Epoch: [65][30/96]	Loss 0.7854 (0.8596)	Accuracy 73.438 (70.665)
Epoch: [65][40/96]	Loss 0.9739 (0.8646)	Accuracy 68.750 (70.389)
Epoch: [65][50/96]	Loss 0.9645 (0.8714)	Accuracy 65.625 (70.267)
Epoch: [65][60/96]	Loss 0.9476 (0.8727)	Accuracy 63.281 (70.197)
Epoch: [65][70/96]	Loss 0.7683 (0.8687)	Accuracy 75.781 (70.312)
Epoch: [65][80/96]	Loss 0.8596 (0.8658)	Accuracy 67.188 (70.640)
Epoch: [65][90/96]	Loss 0.8312 (0.8660)	Accuracy 70.312 (70.725)
Test: [ 0/24]	Loss 0.7616 (0.7616)	Accuracy 72.656 (72.656)
Test: [10/24]	Loss 0.4039 (0.6446)	Accuracy 89.844 (78.338)
Test: [20/24]	Loss 0.6896 (0.6745)	Accuracy 78.125 (77.455)
 * Accuracy 77.216
Epoch: [66][ 0/96]	Loss 0.7849 (0.7849)	Accuracy 71.094 (71.094)
Epoch: [66][10/96]	Loss 0.7261 (0.8743)	Accuracy 73.438 (70.170)
Epoch: [66][20/96]	Loss 0.9428 (0.8839)	Accuracy 67.188 (69.568)
Epoch: [66][30/96]	Loss 0.9218 (0.8719)	Accuracy 71.875 (70.237)
Epoch: [66][40/96]	Loss 1.0738 (0.8715)	Accuracy 62.500 (70.503)
Epoch: [66][50/96]	Loss 0.9691 (0.8769)	Accuracy 63.281 (70.205)
Epoch: [66][60/96]	Loss 0.8702 (0.8777)	Accuracy 67.188 (70.133)
Epoch: [66][70/96]	Loss 0.8929 (0.8772)	Accuracy 70.312 (70.180)
Epoch: [66][80/96]	Loss 0.8254 (0.8761)	Accuracy 67.188 (70.332)
Epoch: [66][90/96]	Loss 0.7678 (0.8739)	Accuracy 71.094 (70.338)
Test: [ 0/24]	Loss 0.7611 (0.7611)	Accuracy 73.438 (73.438)
Test: [10/24]	Loss 0.4051 (0.6466)	Accuracy 89.844 (78.267)
Test: [20/24]	Loss 0.6749 (0.6777)	Accuracy 79.688 (77.381)
 * Accuracy 77.249
Epoch: [67][ 0/96]	Loss 0.9629 (0.9629)	Accuracy 67.188 (67.188)
Epoch: [67][10/96]	Loss 0.7499 (0.8924)	Accuracy 78.906 (69.460)
Epoch: [67][20/96]	Loss 0.8722 (0.8763)	Accuracy 73.438 (70.052)
Epoch: [67][30/96]	Loss 0.9393 (0.8746)	Accuracy 69.531 (70.035)
Epoch: [67][40/96]	Loss 1.0372 (0.8838)	Accuracy 64.062 (69.607)
Epoch: [67][50/96]	Loss 0.7650 (0.8755)	Accuracy 73.438 (69.838)
Epoch: [67][60/96]	Loss 0.9485 (0.8746)	Accuracy 67.969 (69.787)
Epoch: [67][70/96]	Loss 0.6939 (0.8706)	Accuracy 73.438 (69.762)
Epoch: [67][80/96]	Loss 1.0281 (0.8750)	Accuracy 64.062 (69.695)
Epoch: [67][90/96]	Loss 0.8095 (0.8764)	Accuracy 72.656 (69.815)
Test: [ 0/24]	Loss 0.7567 (0.7567)	Accuracy 74.219 (74.219)
Test: [10/24]	Loss 0.4439 (0.6584)	Accuracy 89.062 (77.983)
Test: [20/24]	Loss 0.6496 (0.6842)	Accuracy 79.688 (76.897)
 * Accuracy 76.956
Epoch: [68][ 0/96]	Loss 0.9268 (0.9268)	Accuracy 67.969 (67.969)
Epoch: [68][10/96]	Loss 0.8608 (0.8930)	Accuracy 66.406 (68.253)
Epoch: [68][20/96]	Loss 0.7974 (0.8652)	Accuracy 72.656 (69.643)
Epoch: [68][30/96]	Loss 0.8916 (0.8683)	Accuracy 70.312 (70.338)
Epoch: [68][40/96]	Loss 0.8620 (0.8727)	Accuracy 67.969 (70.141)
Epoch: [68][50/96]	Loss 0.7782 (0.8688)	Accuracy 73.438 (70.343)
Epoch: [68][60/96]	Loss 0.8020 (0.8690)	Accuracy 72.656 (70.338)
Epoch: [68][70/96]	Loss 1.0803 (0.8756)	Accuracy 63.281 (70.335)
Epoch: [68][80/96]	Loss 0.9253 (0.8763)	Accuracy 69.531 (70.235)
Epoch: [68][90/96]	Loss 0.8288 (0.8724)	Accuracy 72.656 (70.398)
Test: [ 0/24]	Loss 0.7424 (0.7424)	Accuracy 75.781 (75.781)
Test: [10/24]	Loss 0.4326 (0.6488)	Accuracy 89.844 (78.267)
Test: [20/24]	Loss 0.6835 (0.6789)	Accuracy 78.125 (77.232)
 * Accuracy 77.086
Epoch: [69][ 0/96]	Loss 0.8071 (0.8071)	Accuracy 69.531 (69.531)
Epoch: [69][10/96]	Loss 0.9180 (0.8764)	Accuracy 68.750 (70.526)
Epoch: [69][20/96]	Loss 0.9101 (0.8877)	Accuracy 70.312 (70.089)
Epoch: [69][30/96]	Loss 0.8211 (0.8844)	Accuracy 74.219 (69.909)
Epoch: [69][40/96]	Loss 0.6548 (0.8715)	Accuracy 79.688 (70.389)
Epoch: [69][50/96]	Loss 0.8224 (0.8653)	Accuracy 71.875 (70.450)
Epoch: [69][60/96]	Loss 0.8003 (0.8744)	Accuracy 67.969 (70.172)
Epoch: [69][70/96]	Loss 0.8202 (0.8731)	Accuracy 72.656 (70.213)
Epoch: [69][80/96]	Loss 0.8814 (0.8688)	Accuracy 69.531 (70.409)
Epoch: [69][90/96]	Loss 1.0271 (0.8717)	Accuracy 63.281 (70.201)
Test: [ 0/24]	Loss 0.7848 (0.7848)	Accuracy 71.875 (71.875)
Test: [10/24]	Loss 0.4058 (0.6487)	Accuracy 89.844 (78.480)
Test: [20/24]	Loss 0.6559 (0.6779)	Accuracy 79.688 (77.344)
 * Accuracy 77.314
Epoch: [70][ 0/96]	Loss 0.8056 (0.8056)	Accuracy 74.219 (74.219)
Epoch: [70][10/96]	Loss 0.8531 (0.8481)	Accuracy 71.875 (71.165)
Epoch: [70][20/96]	Loss 0.7036 (0.8645)	Accuracy 79.688 (70.982)
Epoch: [70][30/96]	Loss 0.9200 (0.8602)	Accuracy 65.625 (70.766)
Epoch: [70][40/96]	Loss 0.9013 (0.8742)	Accuracy 65.625 (70.141)
Epoch: [70][50/96]	Loss 0.8761 (0.8666)	Accuracy 71.875 (70.879)
Epoch: [70][60/96]	Loss 1.0715 (0.8738)	Accuracy 59.375 (70.389)
Epoch: [70][70/96]	Loss 0.9381 (0.8710)	Accuracy 72.656 (70.456)
Epoch: [70][80/96]	Loss 0.9409 (0.8720)	Accuracy 67.188 (70.505)
Epoch: [70][90/96]	Loss 0.9227 (0.8707)	Accuracy 68.750 (70.579)
Test: [ 0/24]	Loss 0.7384 (0.7384)	Accuracy 75.781 (75.781)
Test: [10/24]	Loss 0.4264 (0.6481)	Accuracy 89.844 (78.196)
